Catalogue ID,Churchwell ID,l,b,Effective Radius (arcmin),Thickness (arcmin),Eccentricity,Position Angle (deg),Hit Rate,Dispersion (arcmin),Hierarchy Flag
MWP1G320248+001739,,320.248,0.174,0.39,0.4,0.0,0,0.19,0.0010,2
MWP1G043523-006486,,43.523,-0.649,0.58,0.66,0.41,46,0.19,0.0030,
MWP1G356479+005523,,356.479,0.552,0.6,0.8,0.02,4,0.19,0.0060,
MWP1G056450-004861,,56.45,-0.486,0.54,0.55,0.26,22,0.19,0.0020,
MWP1G026462-005900,,26.462,-0.59,1.43,1.2,0.32,29,0.19,0.0060,2
MWP1G006142-006339,CN77,6.142,-0.634,0.62,0.59,0.72,32,0.19,0.0030,2
MWP1G013213-001410,,13.213,-0.141,0.5,0.58,0.56,41,0.19,0.0040,
MWP1G297252-007320,,297.252,-0.732,0.54,0.56,0.7,7,0.19,0.0020,2
MWP1G336771-007287,,336.771,-0.729,1.37,1.29,0.4,1,0.19,0.0030,
MWP1G303560-005403,,303.56,-0.54,0.54,0.49,0.08,0,0.19,0.0010,2
MWP1G004011-002990,,4.011,-0.299,0.74,0.61,0.61,7,0.19,0.0050,
MWP1G043789-001157,,43.789,-0.116,0.52,0.39,0.23,0,0.19,0.0010,2
MWP1G340128+001359,,340.128,0.136,0.49,0.56,0.36,38,0.19,0.0020,
MWP1G019616-008948,,19.616,-0.895,0.47,0.48,0.14,33,0.19,0.0030,
MWP1G303973-008462,,303.973,-0.846,0.46,0.58,0.29,33,0.19,0.0010,
MWP1G048597+000500,,48.597,0.05,0.47,0.78,0.24,0,0.19,0.0020,2
MWP1G349051+000925,S4,349.051,0.092,0.47,0.5,0.19,6,0.19,0.0010,
MWP1G052174+006777,,52.174,0.678,1.18,1.07,0.23,2,0.18,0.0050,2
MWP1G352835+009401,,352.835,0.94,1.99,1.86,0.33,0,0.18,0.012,
MWP1G300428-001807,S171,300.428,-0.181,0.53,0.65,0.11,7,0.18,0.0020,
MWP1G350467-003797,,350.467,-0.38,2.34,1.86,0.26,9,0.18,0.018,1
MWP1G053443+005044,,53.443,0.504,0.64,0.8,0.2,35,0.18,0.0030,
MWP1G343910+001145,,343.91,0.114,0.72,0.81,0.27,31,0.18,0.0030,
MWP1G359975+001471,,359.975,0.147,1.62,1.58,0.23,30,0.18,0.023,
MWP1G046868-002207,,46.868,-0.221,0.81,0.73,0.27,62,0.18,0.0030,
MWP1G326959-005761,,326.959,-0.576,0.68,0.66,0.19,10,0.18,0.0020,
MWP1G045351+003630,,45.351,0.363,1.65,0.85,0.31,75,0.18,0.0060,
MWP1G299365-002557,,299.365,-0.256,2.08,1.81,0.42,20,0.18,0.031,1
MWP1G008368-003536,,8.368,-0.354,0.81,0.69,0.2,47,0.18,0.0050,2
MWP1G347031+005161,,347.031,0.516,0.71,0.5,0.09,0,0.18,0.0010,
MWP1G347402+002655,S8,347.402,0.265,1.79,1.35,0.18,76,0.18,0.0090,2
MWP1G053089-002228,,53.089,-0.223,1.16,1.38,0.21,18,0.18,0.0040,
MWP1G330565-001137,,330.565,-0.114,0.44,0.5,0.27,10,0.18,0.0030,
MWP1G059875+007616,,59.875,0.762,0.45,0.73,0.09,19,0.18,0.0010,
MWP1G328386-005597,,328.386,-0.56,2.36,1.84,0.38,4,0.18,0.0080,1
MWP1G331620+005203,,331.62,0.52,0.46,0.45,0.28,13,0.18,0.0020,
MWP1G326840-000946,,326.84,-0.095,2.44,1.78,0.17,62,0.18,0.011,1 2
MWP1G300469-001071,,300.469,-0.107,0.74,0.92,0.13,19,0.18,0.0060,
MWP1G308478-000873,,308.478,-0.087,0.45,0.41,0.21,36,0.18,0.0030,
MWP1G001193-000389,,1.193,-0.039,2.65,2.86,0.17,25,0.18,0.033,
MWP1G346051-000216,,346.051,-0.022,0.53,0.54,0.04,22,0.18,0.0060,
MWP1G030218-001825,,30.218,-0.182,0.44,0.53,0.44,22,0.18,0.0040,
MWP1G048358-009249,,48.358,-0.925,0.73,0.34,0.78,143,0.18,0.0020,
MWP1G328376-002886,,328.376,-0.289,1.91,1.2,0.24,19,0.18,0.01,
MWP1G309021-002784,,309.021,-0.278,0.82,0.64,0.43,52,0.18,0.0050,
MWP1G030824-003184,,30.824,-0.318,0.75,0.56,0.23,18,0.18,0.0090,
MWP1G320587+002504,S92,320.587,0.25,5.24,2.93,0.21,27,0.18,0.081,1
MWP1G024296-001695,N34,24.296,-0.17,1.1,0.91,0.25,15,0.18,0.0040,
MWP1G305141-001349,S157,305.141,-0.135,0.94,1.14,0.3,10,0.18,0.0050,
MWP1G351894+001223,,351.894,0.122,1.0,1.1,0.12,17,0.18,0.0050,
MWP1G345210-005382,,345.21,-0.538,0.49,0.5,0.21,16,0.18,0.0030,
MWP1G036992-002298,,36.992,-0.23,0.52,0.52,0.24,25,0.18,0.0030,2
MWP1G008008-001682,,8.008,-0.168,1.29,1.16,0.27,27,0.18,0.0060,
MWP1G024019+001902,,24.019,0.19,0.54,0.45,0.36,13,0.18,0.0030,
MWP1G300289-005786,,300.289,-0.579,1.05,0.86,0.32,61,0.18,0.0070,
MWP1G313474+007571,,313.474,0.757,1.07,0.73,0.37,51,0.18,0.0030,
MWP1G350661+007584,,350.661,0.758,3.1,2.65,0.64,40,0.18,0.012,1 2
MWP1G003661-001127,,3.661,-0.113,0.3,0.3,0.32,5,0.18,0.0010,2
MWP1G030143+002282,,30.143,0.228,0.42,0.42,0.25,31,0.18,0.0010,
MWP1G039668-001591,,39.668,-0.159,0.45,0.47,0.55,35,0.18,0.0010,
MWP1G345904-003902,,345.904,-0.39,0.59,0.59,0.09,2,0.18,0.0020,
MWP1G357646-000759,CS19,357.646,-0.076,0.67,0.98,0.4,74,0.18,0.0030,
MWP1G358530+000560,,358.53,0.056,0.38,0.41,0.51,15,0.18,0.0010,
MWP1G341314+001956,,341.314,0.196,0.78,0.82,0.17,5,0.18,0.0030,
MWP1G049030-001931,,49.03,-0.193,5.54,3.77,0.31,36,0.18,0.053,1
MWP1G328962+002473,,328.962,0.247,0.63,0.5,0.1,12,0.18,0.0040,2
MWP1G358001-001641,CS18,358.001,-0.164,0.52,0.48,0.38,7,0.18,0.0010,
MWP1G031051+003520,,31.051,0.352,0.44,0.57,0.28,7,0.18,0.0020,
MWP1G022757-002449,,22.757,-0.245,0.82,0.8,0.16,2,0.18,0.0060,
MWP1G343593-001499,,343.593,-0.15,1.19,1.55,0.09,2,0.18,0.0080,
MWP1G339960+000532,,339.96,0.053,0.67,0.64,0.08,15,0.18,0.0040,
MWP1G311686+007046,,311.686,0.705,1.87,1.48,0.38,33,0.18,0.015,
MWP1G353117+008432,CS61,353.117,0.843,7.39,5.78,0.21,24,0.18,0.077,1
MWP1G020071+003047,,20.071,0.305,0.95,0.85,0.44,37,0.18,0.0020,
MWP1G336394+003721,,336.394,0.372,7.24,3.74,0.48,36,0.18,0.045,1
MWP1G053161+000641,,53.161,0.064,2.72,2.73,0.38,21,0.18,0.033,
MWP1G049817+003226,,49.817,0.323,0.74,0.53,0.07,44,0.18,0.0070,2
MWP1G352253-004464,,352.253,-0.446,0.88,1.01,0.2,41,0.18,0.0070,2
MWP1G324138-009299,,324.138,-0.93,2.54,1.66,0.41,37,0.18,0.0090,
MWP1G029243+002604,,29.243,0.26,0.68,0.68,0.21,3,0.18,0.0050,
MWP1G336766+002430,,336.766,0.243,0.61,0.47,0.26,13,0.18,0.0040,
MWP1G316589-008087,,316.589,-0.809,0.85,0.98,0.49,1,0.18,0.0030,
MWP1G028445+003093,,28.445,0.309,0.93,1.39,0.2,14,0.18,0.0030,
MWP1G345494+003552,,345.494,0.355,0.75,0.69,0.33,8,0.18,0.0030,2
MWP1G337226+005733,,337.226,0.573,2.21,0.96,0.14,21,0.18,0.01,2
MWP1G300134-001035,,300.134,-0.103,1.61,1.19,0.7,46,0.18,0.011,1 2
MWP1G308751+005498,S144,308.751,0.55,0.88,1.05,0.07,7,0.18,0.0040,2
MWP1G043793+001376,,43.793,0.138,0.42,0.45,0.33,6,0.18,0.0020,
MWP1G006439-008631,,6.439,-0.863,1.19,0.77,0.39,22,0.18,0.0050,
MWP1G303580-006859,,303.58,-0.686,1.29,1.27,0.36,28,0.18,0.0090,
MWP1G320348-008750,,320.348,-0.875,6.46,3.14,0.31,39,0.18,0.042,
MWP1G006533-001187,,6.533,-0.119,0.46,0.47,0.53,9,0.18,0.0020,
MWP1G319434-003663,,319.434,-0.366,0.71,0.75,0.27,4,0.18,0.0030,2
MWP1G332515+004760,,332.515,0.476,1.43,1.49,0.67,0,0.18,0.0080,1
MWP1G319132-004601,,319.132,-0.46,0.78,0.78,0.41,34,0.18,0.0060,
MWP1G007350+000365,CN97,7.35,0.037,0.38,0.43,0.25,3,0.18,0.0030,
MWP1G024446+006173,,24.446,0.617,2.31,1.55,0.62,48,0.18,0.0070,
MWP1G325514+001609,,325.514,0.161,0.54,0.85,0.09,0,0.18,0.0010,
MWP1G318913-001756,,318.913,-0.176,0.48,0.66,0.61,20,0.18,0.0020,
MWP1G049381-003064,,49.381,-0.306,1.03,0.83,0.57,36,0.18,0.0070,
MWP1G345715+001570,,345.715,0.157,0.84,0.92,0.35,35,0.18,0.0090,2
MWP1G344991-002642,,344.991,-0.264,0.55,0.69,0.36,14,0.18,0.0040,
MWP1G028301-003903,,28.301,-0.39,0.73,0.72,0.51,18,0.18,0.0050,
MWP1G020346-006190,,20.346,-0.619,0.55,0.6,0.27,16,0.18,0.0010,
MWP1G012787-001663,N7,12.787,-0.166,0.43,0.37,0.44,15,0.18,0.0020,2
MWP1G301998+008919,,301.998,0.892,8.48,8.66,0.4,21,0.18,0.056,1
MWP1G017099+008791,N19,17.099,0.879,5.08,3.06,0.21,28,0.18,0.114,1
MWP1G349110-007745,,349.11,-0.775,0.72,0.65,0.38,32,0.18,0.0030,
MWP1G325861-005195,,325.861,-0.519,3.15,2.2,0.19,36,0.18,0.0070,1
MWP1G031117+007214,,31.117,0.721,0.85,0.74,0.27,39,0.18,0.0030,
MWP1G015332-003686,,15.332,-0.369,1.14,0.83,0.43,94,0.18,0.0050,
MWP1G016420-003700,,16.42,-0.37,0.37,0.36,0.13,0,0.18,0.0010,
MWP1G009955-001741,,9.955,-0.174,0.94,0.54,0.09,0,0.18,0.0070,
MWP1G009955-008790,,9.955,-0.879,0.51,0.53,0.44,0,0.18,0.0020,
MWP1G330768-007026,,330.768,-0.703,0.78,0.71,0.48,56,0.18,0.0030,
MWP1G003700-002742,,3.7,-0.274,0.73,0.78,0.19,15,0.18,0.0040,2
MWP1G012670+006952,,12.67,0.695,1.41,1.35,0.22,19,0.18,0.02,
MWP1G051833+004365,,51.833,0.437,1.4,1.17,0.16,23,0.18,0.03,2
MWP1G037556-001081,,37.556,-0.108,0.47,0.61,0.15,6,0.18,0.0030,
MWP1G041232-001989,,41.232,-0.199,0.45,0.54,0.26,21,0.18,0.0020,2
MWP1G053179+001558,,53.179,0.156,2.45,2.44,0.12,35,0.18,0.02,1
MWP1G352159-004094,,352.159,-0.409,3.35,3.13,0.68,47,0.18,0.02,
MWP1G317417+006270,,317.417,0.627,1.58,1.11,0.18,30,0.18,0.0090,2
MWP1G305535-000477,,305.535,-0.048,1.58,2.18,0.29,43,0.18,0.012,
MWP1G054717-001433,,54.717,-0.143,0.74,0.77,0.31,39,0.18,0.0040,
MWP1G035423-002733,,35.423,-0.273,0.45,0.62,0.24,34,0.18,0.0030,
MWP1G011885-002641,,11.885,-0.264,0.91,0.92,0.14,1,0.18,0.0040,
MWP1G000497+001599,CN13,0.497,0.16,0.7,0.62,0.35,15,0.18,0.0040,
MWP1G045408-005104,,45.408,-0.51,0.52,0.74,0.47,25,0.18,0.0050,
MWP1G027814-002424,,27.814,-0.242,0.39,0.31,0.39,0,0.18,0.0010,
MWP1G002270+002402,,2.27,0.24,2.79,2.11,0.19,8,0.18,0.016,
MWP1G311987+005183,,311.987,0.518,1.65,1.01,0.56,14,0.18,0.013,
MWP1G309467-001070,,309.467,-0.107,0.44,0.54,0.16,0,0.18,0.0030,
MWP1G043118-000472,,43.118,-0.047,0.99,0.95,0.32,16,0.18,0.0070,1 2
MWP1G053833+004130,,53.833,0.413,1.83,1.83,0.26,18,0.18,0.0060,
MWP1G326411+000166,,326.411,0.017,0.6,0.68,0.55,19,0.18,0.0040,
MWP1G013078-003131,,13.078,-0.313,0.45,0.72,0.23,6,0.18,0.0020,
MWP1G036382+000172,,36.382,0.017,0.66,0.62,0.09,37,0.18,0.0040,
MWP1G026137-000346,,26.137,-0.035,0.98,0.88,0.19,5,0.18,0.0060,
MWP1G353016+005427,,353.016,0.543,2.21,2.81,0.24,49,0.18,0.011,
MWP1G028814+002505,,28.814,0.25,1.8,1.22,0.34,28,0.18,0.022,
MWP1G312538+000614,S129,312.538,0.061,0.36,0.4,0.16,14,0.18,0.0020,
MWP1G041803+000946,,41.803,0.095,0.87,0.95,0.31,2,0.18,0.0050,
MWP1G044669-005153,,44.669,-0.515,0.55,0.57,0.33,19,0.18,0.0020,
MWP1G341596+000657,,341.596,0.066,0.42,0.32,0.69,75,0.18,0.0010,
MWP1G031815-001194,,31.815,-0.119,1.06,0.92,0.21,17,0.18,0.0070,2
MWP1G045071-006468,,45.071,-0.647,1.26,1.21,0.57,19,0.18,0.01,
MWP1G295716-003386,,295.716,-0.339,0.71,1.09,0.35,21,0.18,0.0060,2
MWP1G029237-008798,,29.237,-0.88,0.56,0.61,0.56,23,0.18,0.0020,
MWP1G351048-003231,CS91,351.048,-0.323,0.7,0.72,0.38,28,0.18,0.0050,
MWP1G327784-006557,,327.784,-0.656,0.37,0.44,0.0,0,0.18,0.0010,2
MWP1G337099+002057,,337.099,0.206,1.57,1.31,0.25,14,0.18,0.0050,
MWP1G024649-001131,,24.649,-0.113,1.64,1.29,0.23,31,0.18,0.0090,
MWP1G336198+003856,,336.198,0.386,1.34,0.97,0.31,12,0.18,0.0060,
MWP1G010326-001222,CN148,10.326,-0.122,2.39,1.8,0.34,49,0.18,0.022,
MWP1G024454+004725,,24.454,0.472,0.91,0.61,0.52,25,0.18,0.0060,
MWP1G335604-007809,,335.604,-0.781,0.6,0.66,0.23,36,0.18,0.0040,2
MWP1G307608-005930,,307.608,-0.593,0.82,0.69,0.35,20,0.18,0.0040,
MWP1G311280+002256,,311.28,0.226,0.58,0.59,0.33,36,0.18,0.0020,2
MWP1G020696-007627,,20.696,-0.763,1.57,1.58,0.31,58,0.18,0.0030,
MWP1G300749+001023,,300.749,0.102,0.75,1.12,0.14,13,0.18,0.0020,
MWP1G044590+003597,,44.59,0.36,0.75,0.92,0.22,1,0.18,0.0040,
MWP1G034536-004391,,34.536,-0.439,0.81,0.81,0.43,34,0.18,0.0020,
MWP1G343297+001732,,343.297,0.173,0.29,0.29,0.06,0,0.18,0.0010,
MWP1G039403-002365,,39.403,-0.236,0.67,0.57,0.46,19,0.18,0.0030,
MWP1G016444-001945,,16.444,-0.195,0.39,0.35,0.05,3,0.18,0.0010,2
MWP1G026859+003440,,26.859,0.344,1.98,1.25,0.38,64,0.18,0.026,
MWP1G024174+004017,,24.174,0.402,0.38,0.38,0.38,12,0.18,0.0020,2
MWP1G339228+001939,,339.228,0.194,4.65,2.78,0.3,41,0.18,0.027,1
MWP1G335818+004387,,335.818,0.439,2.03,1.49,0.31,40,0.18,0.0070,2
MWP1G030431-002242,,30.431,-0.224,0.87,1.01,0.42,8,0.18,0.0020,2
MWP1G311326+000592,,311.326,0.059,0.48,0.46,0.39,46,0.18,0.0020,2
MWP1G005824-009394,,5.824,-0.939,0.62,0.5,0.23,57,0.18,0.0020,
MWP1G025236+002027,,25.236,0.203,0.53,0.44,0.15,29,0.18,0.0030,
MWP1G020483-006905,,20.483,-0.691,0.38,0.47,0.27,25,0.18,0.0020,
MWP1G337993+000881,,337.993,0.088,0.3,0.29,0.18,31,0.18,0.0010,2
MWP1G329474+003750,,329.474,0.375,0.38,0.41,0.21,8,0.18,0.0010,
MWP1G003258-001163,,3.258,-0.116,0.52,0.53,0.57,0,0.18,0.0030,2
MWP1G007429+006334,,7.429,0.633,0.64,0.65,0.37,2,0.18,0.0030,2
MWP1G343082+003148,,343.082,0.315,0.43,0.63,0.22,0,0.18,0.0020,
MWP1G019309-003739,,19.309,-0.374,0.67,1.09,0.23,7,0.18,0.0030,
MWP1G316869+000194,S108,316.869,0.019,2.22,1.66,0.3,44,0.18,0.028,1
MWP1G310446+002210,,310.446,0.221,5.13,4.05,0.3,29,0.17,0.046,1
MWP1G312592-005035,,312.592,-0.503,0.54,0.75,0.29,14,0.17,0.0020,
MWP1G025539+002162,,25.539,0.216,0.67,0.54,0.54,23,0.17,0.0020,
MWP1G333603-000099,,333.603,-0.01,0.47,0.55,0.26,12,0.17,0.0030,
MWP1G319706-006867,,319.706,-0.687,4.15,4.32,0.15,41,0.17,0.045,
MWP1G353308-002838,,353.308,-0.284,0.43,0.54,0.28,5,0.17,0.0020,
MWP1G037831+002244,,37.831,0.224,1.82,1.45,0.41,10,0.17,0.0060,
MWP1G329425+008628,,329.425,0.863,0.47,0.67,0.1,18,0.17,0.0010,2
MWP1G046802-001238,,46.802,-0.124,0.41,0.55,0.31,37,0.17,0.0030,
MWP1G322034-000643,,322.034,-0.064,0.52,0.49,0.17,14,0.17,0.0030,
MWP1G031748-000405,,31.748,-0.041,1.87,1.32,0.26,37,0.17,0.0070,2
MWP1G320403+000587,,320.403,0.059,0.85,0.85,0.35,13,0.17,0.011,2
MWP1G336763+000876,,336.763,0.088,3.06,2.53,0.65,18,0.17,0.027,1
MWP1G048933-002093,,48.933,-0.209,1.99,1.56,0.56,30,0.17,0.013,2
MWP1G317404+000973,,317.404,0.097,0.96,1.11,0.35,36,0.17,0.01,2
MWP1G035538+000410,,35.538,0.041,0.94,0.64,0.37,11,0.17,0.0060,
MWP1G321799-005406,,321.799,-0.541,0.79,0.7,0.18,38,0.17,0.0040,
MWP1G338329-002923,,338.329,-0.292,0.44,0.54,0.15,19,0.17,0.0010,
MWP1G012910+004757,,12.91,0.476,0.53,0.66,0.07,15,0.17,0.0030,
MWP1G041236-001741,,41.236,-0.174,1.38,1.37,0.17,14,0.17,0.0080,1
MWP1G336268+002865,,336.268,0.286,1.7,1.45,0.37,27,0.17,0.013,2
MWP1G323896+001165,,323.896,0.117,0.52,0.5,0.34,31,0.17,0.0040,
MWP1G327358-001056,,327.358,-0.106,0.49,0.58,0.35,9,0.17,0.0030,2
MWP1G029679-005099,,29.679,-0.51,0.63,0.77,0.16,21,0.17,0.0030,
MWP1G057289-001527,,57.289,-0.153,0.44,0.55,0.19,11,0.17,0.0030,
MWP1G048921-002823,,48.921,-0.282,0.69,1.15,0.42,2,0.17,0.0030,
MWP1G341137-001890,S24,341.137,-0.189,3.64,5.44,0.4,9,0.17,0.032,1
MWP1G311567+002390,,311.567,0.239,0.57,0.55,0.39,12,0.17,0.0040,
MWP1G326309-000597,,326.309,-0.06,1.9,1.3,0.07,67,0.17,0.012,
MWP1G353563-000263,,353.563,-0.026,1.78,1.7,0.33,27,0.17,0.025,
MWP1G029477+002419,,29.477,0.242,0.43,0.56,0.22,9,0.17,0.0020,2
MWP1G298799-005638,,298.799,-0.564,1.02,1.0,0.16,52,0.17,0.0050,
MWP1G358084-001571,,358.084,-0.157,0.3,0.3,0.24,0,0.17,0.0010,
MWP1G331688+001606,,331.688,0.161,0.65,0.67,0.55,3,0.17,0.0030,
MWP1G007238+005692,,7.238,0.569,0.48,0.48,0.48,8,0.17,0.0030,
MWP1G351558+001672,,351.558,0.167,0.43,0.45,0.21,0,0.17,0.0010,2
MWP1G317029-008562,,317.029,-0.856,0.93,0.87,0.34,20,0.17,0.0030,
MWP1G023870-000986,,23.87,-0.099,0.8,0.62,0.19,65,0.17,0.011,
MWP1G007469-002748,,7.469,-0.275,0.5,0.43,0.31,7,0.17,0.0020,2
MWP1G309392-001164,,309.392,-0.116,0.46,0.53,0.16,35,0.17,0.0030,
MWP1G308622+005295,,308.622,0.529,5.37,4.53,0.15,26,0.17,0.044,1
MWP1G339509+006575,,339.509,0.657,0.74,1.21,0.11,4,0.17,0.0030,
MWP1G332316+000812,,332.316,0.081,0.76,0.54,0.51,11,0.17,0.0030,
MWP1G031020+001737,,31.02,0.174,1.38,1.58,0.23,22,0.17,0.01,
MWP1G005977-004255,,5.977,-0.426,0.47,0.5,0.19,14,0.17,0.0020,2
MWP1G040163-009461,,40.163,-0.946,1.04,1.1,0.77,22,0.17,0.0070,
MWP1G021377-002937,,21.377,-0.294,0.41,0.78,0.31,0,0.17,0.0020,
MWP1G023550-000348,,23.55,-0.035,0.51,0.56,0.4,28,0.17,0.0030,2
MWP1G058124+009100,,58.124,0.91,0.46,0.41,0.31,21,0.17,0.0020,
MWP1G321263-002898,,321.263,-0.29,0.65,0.55,0.49,22,0.17,0.0030,
MWP1G006403-008324,,6.403,-0.832,1.36,1.02,0.38,58,0.17,0.01,
MWP1G332514+004702,,332.514,0.47,0.54,0.63,0.21,12,0.17,0.0010,2
MWP1G031055-001228,,31.055,-0.123,0.6,0.77,0.1,3,0.17,0.0020,
MWP1G012892-002286,,12.892,-0.229,1.68,1.52,0.33,15,0.17,0.011,1
MWP1G303830+001104,,303.83,0.11,0.66,0.6,0.11,15,0.17,0.0050,
MWP1G007810-006101,,7.81,-0.61,2.0,1.68,0.38,20,0.17,0.013,
MWP1G018908-003146,N24,18.908,-0.315,10.93,8.82,0.59,29,0.17,0.094,1
MWP1G012930-000811,,12.93,-0.081,0.54,0.71,0.46,33,0.17,0.0040,
MWP1G023686+002223,,23.686,0.222,0.5,0.52,0.05,0,0.17,0.0010,
MWP1G037265-007672,,37.265,-0.767,1.39,1.71,0.51,24,0.17,0.016,
MWP1G334481+000574,,334.481,0.057,0.87,0.63,0.14,12,0.17,0.0030,
MWP1G037178-004437,,37.178,-0.444,0.77,0.81,0.39,9,0.17,0.0040,2
MWP1G006548-005064,,6.548,-0.506,0.5,0.55,0.29,4,0.17,0.0030,
MWP1G353035-000852,,353.035,-0.085,0.68,0.57,0.23,20,0.17,0.0030,
MWP1G352696-002999,,352.696,-0.3,0.67,0.76,0.4,5,0.17,0.0040,
MWP1G331787+001113,,331.787,0.111,0.75,0.89,0.64,112,0.17,0.0050,
MWP1G024500-000354,,24.5,-0.035,0.47,0.56,0.1,17,0.17,0.0030,
MWP1G024731+001580,,24.731,0.158,0.81,0.7,0.54,17,0.17,0.0040,
MWP1G335993+008277,,335.993,0.828,2.46,2.48,0.2,24,0.17,0.0070,
MWP1G333664-001096,,333.664,-0.11,1.76,1.87,0.49,61,0.17,0.0050,2
MWP1G043267-001875,N88,43.267,-0.187,1.62,1.33,0.5,25,0.17,0.01,
MWP1G024360+000496,,24.36,0.05,0.79,0.88,0.2,25,0.17,0.0040,2
MWP1G305265-000066,S155,305.265,-0.0070,1.16,1.28,0.25,21,0.17,0.0050,
MWP1G007757-000476,CN106,7.757,-0.048,0.6,0.62,0.08,26,0.17,0.0040,
MWP1G012728-002124,,12.728,-0.212,0.56,0.65,0.08,17,0.17,0.0020,
MWP1G359857-002725,,359.857,-0.273,0.76,0.67,0.33,7,0.17,0.0040,
MWP1G303451-005500,,303.451,-0.55,0.71,0.86,0.33,11,0.17,0.0040,
MWP1G023798+002263,,23.798,0.226,1.68,1.39,0.18,15,0.17,0.01,
MWP1G301508-003621,,301.508,-0.362,1.18,1.18,0.46,37,0.17,0.0070,1 2
MWP1G298213+001103,,298.213,0.11,1.0,0.83,0.71,134,0.17,0.0030,
MWP1G340064-002309,,340.064,-0.231,1.38,1.63,0.39,6,0.17,0.015,1
MWP1G321089-004819,,321.089,-0.482,1.51,0.97,0.52,18,0.17,0.0040,2
MWP1G304972-005276,,304.972,-0.528,3.23,1.93,0.33,16,0.17,0.034,
MWP1G325725+009200,,325.725,0.92,0.77,0.91,0.35,40,0.17,0.0040,
MWP1G343449+000071,,343.449,0.0070,1.84,1.35,0.41,33,0.17,0.011,2
MWP1G037865-006022,,37.865,-0.602,0.55,0.51,0.1,0,0.17,0.0030,
MWP1G311466+000989,,311.466,0.099,1.36,1.28,0.3,40,0.17,0.014,2
MWP1G295834-001312,,295.834,-0.131,2.5,1.91,0.2,34,0.17,0.042,2
MWP1G001105-000765,CN23,1.105,-0.077,1.26,1.22,0.41,32,0.17,0.0070,
MWP1G008534-003126,,8.534,-0.313,1.35,1.15,0.11,9,0.17,0.0050,2
MWP1G349728+001723,,349.728,0.172,1.26,1.17,0.27,2,0.17,0.0030,
MWP1G328175-006103,,328.175,-0.61,1.03,1.17,0.41,29,0.17,0.0030,
MWP1G349259+001625,,349.259,0.162,0.76,0.57,0.62,27,0.17,0.0040,
MWP1G337254-001664,,337.254,-0.166,0.46,0.51,0.22,1,0.17,0.0010,
MWP1G023245-003027,,23.245,-0.303,1.72,1.72,0.45,52,0.17,0.0050,
MWP1G045993-005106,,45.993,-0.511,0.5,0.53,0.23,19,0.17,0.0020,2
MWP1G039874-001737,,39.874,-0.174,0.53,0.63,0.62,33,0.17,0.0030,2
MWP1G299979+004628,,299.979,0.463,4.52,3.89,0.54,37,0.17,0.04,
MWP1G053087+000988,,53.087,0.099,0.63,0.59,0.23,20,0.17,0.0030,
MWP1G017626+000493,,17.626,0.049,0.49,0.46,0.32,11,0.17,0.0030,
MWP1G033695+000497,,33.695,0.05,0.44,0.46,0.19,9,0.17,0.0030,
MWP1G303307-005265,,303.307,-0.526,0.5,0.57,0.16,6,0.17,0.0040,
MWP1G030979+001148,,30.979,0.115,0.45,0.41,0.52,31,0.17,0.0020,
MWP1G302574-000078,,302.574,-0.0080,2.43,1.54,0.63,18,0.17,0.018,2
MWP1G050319+006760,,50.319,0.676,0.49,0.63,0.39,14,0.17,0.0030,
MWP1G350395-000604,CS104,350.395,-0.06,0.28,0.2,0.14,15,0.17,0.0020,
MWP1G012044+001693,,12.044,0.169,1.15,0.98,0.29,7,0.17,0.0030,
MWP1G036784-002054,,36.784,-0.205,0.41,0.65,0.12,11,0.17,0.0020,
MWP1G028789+004757,,28.789,0.476,0.4,0.42,0.17,0,0.17,0.0010,
MWP1G031104+001315,,31.104,0.132,0.36,0.39,0.13,10,0.17,0.0020,
MWP1G350004-004409,,350.004,-0.441,4.52,2.66,0.45,61,0.17,0.023,
MWP1G351681+006163,,351.681,0.616,1.46,1.06,0.34,19,0.17,0.0050,
MWP1G048551+000022,,48.551,0.0020,0.54,0.59,0.17,4,0.17,0.0040,
MWP1G351922+006422,CS75,351.922,0.642,0.51,0.71,0.16,26,0.17,0.0020,
MWP1G337641-003505,,337.641,-0.35,0.7,0.73,0.33,17,0.17,0.0070,2
MWP1G317096-003006,,317.096,-0.301,0.39,0.64,0.4,3,0.17,0.0010,
MWP1G331744-000672,,331.744,-0.067,0.82,0.7,0.56,29,0.17,0.0030,
MWP1G303557-005450,,303.557,-0.545,1.05,1.28,0.24,25,0.17,0.0090,1
MWP1G026994-003121,,26.994,-0.312,1.38,1.14,0.42,27,0.17,0.013,
MWP1G009404-000902,CN130 CN131,9.404,-0.09,0.51,0.6,0.52,66,0.17,0.0030,
MWP1G019607-002380,,19.607,-0.238,0.72,0.84,0.14,21,0.17,0.0050,2
MWP1G306621+002668,,306.621,0.267,1.14,1.23,0.31,27,0.17,0.0040,
MWP1G338120-001882,S34,338.12,-0.188,0.45,0.39,0.47,10,0.17,0.0010,2
MWP1G007004-002556,CN88 CN89 CN90,7.004,-0.256,5.14,6.4,0.19,13,0.17,0.033,1
MWP1G345630-002320,,345.63,-0.232,0.41,0.58,0.31,24,0.17,0.0020,
MWP1G036779-002923,,36.779,-0.292,0.51,0.5,0.6,115,0.17,0.0020,2
MWP1G007270-000552,CN96,7.27,-0.055,1.7,1.35,0.16,39,0.17,0.012,1
